百佳,沙田,乙明?,新界沙田乙明?乙明街7號地下,0800 - 2200,2637 2014,22.376716,114.191696,新界
百佳,沙田,銀禧花園,新界沙田火炭銀禧花園商場3樓,0800 - 2200,2695 8235,22.398571,114.192943,新界
百佳,沙田,錦英苑,新界沙田馬鞍山錦英苑低層12號,0800 - 2200,2640 1285,22.427676,114.240275,新界
百佳,沙田,廣源商場,新界沙田廣源商場第二座5B鋪位,0800 - 2200,2144 5517,22.380656,114.215316,新界
百佳,沙田,利安?,新界沙田馬鞍山利安?商場地下107號,0800 - 2200,2631 0016,22.426994,114.241818,新界
百佳,沙田,碩門?,新界沙田安明街碩門?一號鋪,0800 - 2200,3153 2671,22.387077,114.208231,新界
百佳,沙田,穗禾苑,新界沙田穗禾路穗禾苑商場地下G17號鋪,0800 - 2200,2606 0300,22.391994,114.194363,新界
百佳,沙田,新翠?,新界沙田翠田街2 號新翠?街市地下L001號鋪,0800 - 2200,2762 2708,22.369206,114.183082,新界
百佳,沙田,新田圍?,新界沙田新田圍?新田圍商場4樓25號鋪,0800 - 2200,2605 9057,22.369826,114.186294,新界
百佳,沙田,大圍道,新界沙田大圍道49-53號地下至1樓 部份    ,0800 - 2200,2693 1619,22.375105,114.177575,新界
百佳,沙田,火炭威力工業中心,新界火炭拗背灣街2-12號威力工業中心低層地下G3號鋪,,3543 0713,,,新界
百佳,沙田,耀安?,沙田馬鞍山恆康街2號耀安商場2樓L201號商鋪,0800 - 2200,2480 3133,22.420415,114.23042,新界
百佳,沙田,愉翠苑,新界沙田愉翠苑愉翠商場一樓104號,0800 - 2200,2278 0046,,,新界
百佳,沙田,好運中心,新界沙田橫壆街1-15號好運中心3樓,0800 - 2230,2695 4896,22.383577,114.190124,新界
百佳,沙田,第一城一期,"新界沙田第一城銀城商場地下44, 48-50, 128號",0800 - 2230,2649 9987,22.386894,114.20305,新界
百佳,粉嶺,嘉福?,粉嶺嘉福?商場地下2號,0800 - 2200,2683 0299,22.491737,114.138477,新界
百佳,粉嶺,華心村,新界粉嶺一鳴路18號華心村華心商場地下R32及R33號商鋪,0800 - 2200,2450 1083,22.487908,114.14195,新界
百佳,荃灣,豪景花園,新界荃灣青龍頭青山公路-青龍頭段100號豪景花園第3期豪景花園商場地下,0800 - 2200,2491 1025,22.369912,114.114431,新界
百佳,荃灣,沙咀道滿樂大廈,新界荃灣沙咀道滿樂大廈福至樓地下155至165 號鋪,0800 - 2200,2469 3023,22.372323,114.112237,新界
百佳,荃灣,石圍角?,新界荃灣石圍角?商場326-329號鋪,0800 - 2200,3542 5408,22.369912,114.114431,新界
百佳,荃灣,荃景圍荃灣中心,新界荃灣荃景圍88號荃灣中心E31-E45號鋪,0800 - 2200,2411 6791,22.378817,114.108655,新界
百佳,荃灣,海灣花園,新界荃灣永順街38號海灣花園商場地下G01-06號鋪,0900 - 2100,2419 2913,22.364058,114.114153,新界
百佳,荃灣,麗城花園,新界荃灣麗城花園三期麗城薈街市M22至M69,0800 - 2200,2350 4010,22.369912,114.114431,新界
